Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,139.66000366210938,139.86000061035156,136.35000610351562,137.82000732421875,127.13127136230469,8330900
2021-01-05,137.99000549316406,138.9199981689453,136.27000427246094,138.6999969482422,127.9430160522461,6856400
2021-01-06,138.77000427246094,141.0399932861328,138.60000610351562,140.16000366210938,129.28977966308594,10578000
2021-01-07,139.75,140.1300048828125,138.0399932861328,138.85000610351562,128.08139038085938,7355400
2021-01-08,138.47000122070312,139.05999755859375,137.0,138.7899932861328,128.02601623535156,7448500
2021-01-11,138.75,139.44000244140625,137.60000610351562,137.85000610351562,127.15894317626953,7239900
2021-01-12,137.85000610351562,138.25,136.24000549316406,137.0500030517578,126.42098236083984,6333500
2021-01-13,137.10000610351562,138.07000732421875,137.10000610351562,137.25999450683594,126.61471557617188,6078800
2021-01-14,137.42999267578125,137.64999389648438,135.27999877929688,135.8000030517578,125.26789855957031,6172800
2021-01-15,135.25,136.1999969482422,134.66000366210938,134.77999877929688,124.32704162597656,7757600
2021-01-19,135.6999969482422,136.36000061035156,133.55999755859375,133.60000610351562,123.23857116699219,9184900
2021-01-20,132.52999877929688,133.8000030517578,131.25999450683594,131.92999267578125,121.69805908203125,12506600
2021-01-21,130.64999389648438,131.99000549316406,130.50999450683594,131.00999450683594,121.57836151123047,8761600
2021-01-22,131.02000427246094,131.47000122070312,129.99000549316406,130.0,120.64108276367188,7202800
2021-01-25,129.9499969482422,133.0,129.89999389648438,132.24000549316406,122.71981048583984,9640000
2021-01-26,132.25,133.47000122070312,131.42999267578125,133.08999633789062,123.50862121582031,5996700
2021-01-27,132.38999938964844,133.10000610351562,127.69999694824219,128.3800048828125,119.13770294189453,10826700
2021-01-28,127.83999633789062,131.64999389648438,127.44000244140625,130.36000061035156,120.97515106201172,8242000
2021-01-29,130.19000244140625,130.2899932861328,128.07000732421875,128.2100067138672,118.97994232177734,8344100
2021-02-01,129.0,129.66000366210938,128.1999969482422,128.97000122070312,119.68522644042969,6534200
2021-02-02,129.60000610351562,130.72000122070312,128.69000244140625,128.7899932861328,119.5181655883789,6825600
2021-02-03,128.9499969482422,129.1999969482422,127.75,128.9499969482422,119.66666412353516,7309400
2021-02-04,129.3800048828125,129.4600067138672,128.5800018310547,129.02999877929688,119.74089813232422,6613700
2021-02-05,129.1199951171875,130.10000610351562,129.02999877929688,129.57000732421875,120.2420425415039,5063700
2021-02-08,129.92999267578125,130.10000610351562,128.11000061035156,129.1699981689453,119.87083435058594,7011200
2021-02-09,129.4600067138672,129.94000244140625,128.22999572753906,128.6699981689453,119.40680694580078,5917800
2021-02-10,128.75,129.16000366210938,127.95999908447266,128.22000122070312,118.98921966552734,8594100
2021-02-11,128.5399932861328,129.3300018310547,128.2100067138672,128.3300018310547,119.0912857055664,6139200
2021-02-12,128.0,128.1300048828125,126.58000183105469,127.62000274658203,118.43241119384766,8407300
2021-02-16,127.97000122070312,128.1699981689453,126.98999786376953,127.91999816894531,118.7108154296875,8246000
2021-02-17,127.19000244140625,129.49000549316406,127.11000061035156,128.4600067138672,119.21195220947266,8845200
2021-02-18,127.80999755859375,129.85000610351562,127.58999633789062,129.52999877929688,120.20490264892578,6936400
2021-02-19,129.35000610351562,129.44000244140625,127.0199966430664,127.12000274658203,117.96839904785156,8277900
2021-02-22,126.79000091552734,127.23999786376953,126.37999725341797,126.58000183105469,117.46727752685547,6975500
2021-02-23,127.77999877929688,129.92999267578125,127.19000244140625,127.5199966430664,118.33960723876953,10145300
2021-02-24,127.3499984741211,128.24000549316406,126.91000366210938,127.66000366210938,118.46952819824219,7263000
2021-02-25,127.48999786376953,128.99000549316406,126.29000091552734,126.58000183105469,117.46727752685547,7790800
2021-02-26,126.54000091552734,126.93000030517578,121.81999969482422,123.52999877929688,114.6368637084961,17718800
2021-03-01,124.16000366210938,125.48999786376953,124.0,124.29000091552734,115.3421401977539,7740200
2021-03-02,123.87000274658203,124.86000061035156,123.43000030517578,123.9000015258789,114.980224609375,10206500
2021-03-03,123.7699966430664,124.19999694824219,122.79000091552734,123.16000366210938,114.29349517822266,7537000
2021-03-04,123.0999984741211,124.7699966430664,121.54000091552734,122.1500015258789,113.356201171875,10228100
2021-03-05,122.76000213623047,126.33000183105469,122.55000305175781,125.9800033569336,116.91047668457031,10490900
2021-03-08,125.76000213623047,128.89999389648438,125.31999969482422,127.30999755859375,118.14472961425781,9224700
2021-03-09,127.6500015258789,128.9199981689453,126.05999755859375,126.18000030517578,117.09607696533203,8859700
2021-03-10,126.1500015258789,128.4199981689453,125.47000122070312,127.33999633789062,118.17257690429688,9070900
2021-03-11,127.12999725341797,127.8499984741211,126.72000122070312,126.91000366210938,117.77352905273438,6941500
2021-03-12,127.6500015258789,128.82000732421875,127.6500015258789,128.13999938964844,118.91497039794922,6521900
2021-03-15,128.38999938964844,129.0399932861328,127.19000244140625,128.55999755859375,119.30473327636719,7172600
2021-03-16,128.50999450683594,129.97999572753906,128.50999450683594,128.94000244140625,119.65739440917969,6485200
2021-03-17,129.11000061035156,129.83999633789062,128.35000610351562,128.4199981689453,119.1748046875,6192900
2021-03-18,128.2100067138672,129.0399932861328,127.04000091552734,128.6999969482422,119.43466186523438,6871300
2021-03-19,129.10000610351562,129.74000549316406,127.9000015258789,128.00999450683594,118.79432678222656,20262100
2021-03-22,128.00999450683594,130.88999938964844,128.00999450683594,130.17999267578125,120.80809020996094,8077600
2021-03-23,130.41000366210938,133.2899932861328,129.99000549316406,132.60000610351562,123.05390930175781,9503800
2021-03-24,130.94000244140625,133.13999938964844,130.6199951171875,132.55999755859375,123.01678466796875,8318000
2021-03-25,133.08999633789062,133.6199951171875,132.0500030517578,133.47999572753906,123.87052917480469,7517300
2021-03-26,133.22000122070312,135.61000061035156,132.47999572753906,135.4499969482422,125.69868469238281,10821200
2021-03-29,135.0,137.60000610351562,135.0,137.57000732421875,127.66609191894531,11176000
2021-03-30,136.61000061035156,137.0,135.13999938964844,135.4499969482422,125.69868469238281,8090600
2021-03-31,135.67999267578125,136.75,135.25999450683594,135.42999267578125,125.68016815185547,9202600
2021-04-01,135.0500030517578,135.47999572753906,133.3300018310547,134.27999877929688,124.6129379272461,9117800
2021-04-05,134.9600067138672,137.25,134.72999572753906,136.4499969482422,126.626708984375,8279100
2021-04-06,136.0,137.02000427246094,135.63999938964844,136.5,126.67310333251953,6180600
2021-04-07,137.1199951171875,137.3300018310547,136.25,136.74000549316406,126.89583587646484,10244500
2021-04-08,136.89999389648438,137.6300048828125,136.58999633789062,137.25999450683594,127.37841033935547,6190300
2021-04-09,136.50999450683594,137.27000427246094,135.55999755859375,136.3699951171875,126.55248260498047,5855400
2021-04-12,136.5,137.0399932861328,135.7100067138672,136.9199981689453,127.0628890991211,6440900
2021-04-13,136.02000427246094,136.38999938964844,134.83999633789062,135.11000061035156,125.38320922851562,9161200
2021-04-14,135.52000427246094,135.7899932861328,134.5800018310547,135.60000610351562,125.83790588378906,7584000
2021-04-15,135.97000122070312,137.75999450683594,135.8699951171875,137.24000549316406,127.35984802246094,7945300
2021-04-16,137.61000061035156,137.89999389648438,136.8800048828125,137.25,127.36911010742188,7708500
2021-04-19,136.94000244140625,137.0800018310547,135.38999938964844,136.61000061035156,126.7751693725586,9149400
2021-04-20,134.83999633789062,138.58999633789062,133.52999877929688,137.75,127.83314514160156,10040500
2021-04-21,137.88999938964844,138.57000732421875,136.60000610351562,136.85000610351562,126.9979019165039,8465900
2021-04-22,135.3699951171875,135.7899932861328,134.05999755859375,134.6300048828125,125.73710632324219,7338300
2021-04-23,134.92999267578125,135.0800018310547,133.25,133.94000244140625,125.09268188476562,6708300
2021-04-26,133.49000549316406,133.75999450683594,131.1699981689453,131.25999450683594,122.58970642089844,9910600
2021-04-27,131.24000549316406,131.88999938964844,130.2899932861328,131.17999267578125,122.51498413085938,8296800
2021-04-28,131.7100067138672,131.85000610351562,130.8800048828125,131.39999389648438,122.7204360961914,6262800
2021-04-29,131.30999755859375,132.99000549316406,131.30999755859375,132.50999450683594,123.75714111328125,6786800
2021-04-30,132.75,133.6699981689453,132.25999450683594,133.4199981689453,124.60702514648438,9188600
2021-05-03,134.02999877929688,135.67999267578125,134.02999877929688,135.0,126.0826644897461,8070300
2021-05-04,134.97999572753906,135.8300018310547,134.2100067138672,134.5399932861328,125.65302276611328,9624000
2021-05-05,134.3699951171875,134.97000122070312,133.3699951171875,133.4600067138672,124.6443862915039,8295900
2021-05-06,134.00999450683594,135.3699951171875,133.9199981689453,135.13999938964844,126.21340942382812,9771100
2021-05-07,135.0800018310547,136.02999877929688,134.75999450683594,135.14999389648438,126.2227554321289,6299100
2021-05-10,135.88999938964844,138.4199981689453,135.69000244140625,137.6699981689453,128.57627868652344,8852700
2021-05-11,138.49000549316406,138.7899932861328,136.47000122070312,136.99000549316406,127.94124603271484,10973700
2021-05-12,136.49000549316406,137.0,135.49000549316406,135.5399932861328,126.58700561523438,8853700
2021-05-13,135.88999938964844,138.52999877929688,135.38999938964844,137.72000122070312,128.6230010986328,8753600
2021-05-14,137.6699981689453,139.10000610351562,137.6699981689453,138.00999450683594,128.893798828125,5989500
2021-05-17,137.97000122070312,139.07000732421875,137.61000061035156,137.72999572753906,128.63233947753906,7690700
2021-05-18,136.4600067138672,137.8300018310547,136.14999389648438,136.32000732421875,127.31546783447266,9239100
2021-05-19,136.05999755859375,136.8300018310547,135.58999633789062,136.60000610351562,127.57693481445312,9806800
2021-05-20,136.7899932861328,138.7100067138672,136.72000122070312,138.0,128.88450622558594,8768200
2021-05-21,138.1999969482422,138.94000244140625,137.77999877929688,138.0,128.88450622558594,10161000
2021-05-24,138.0,138.8000030517578,137.72999572753906,137.9600067138672,128.84713745117188,6981300
2021-05-25,138.0500030517578,138.47999572753906,136.75,138.42999267578125,129.2860870361328,8142400
2021-05-26,138.7899932861328,138.86000061035156,137.8699951171875,138.1199951171875,128.99658203125,8122900
2021-05-27,138.1199951171875,138.27999877929688,134.66000366210938,134.97999572753906,126.06397247314453,33095700
